title,url,date,header,arrangor,medvirkende,om_arrangementet
Lysforurensning – feil bruk av belysning er en usynlig fiende for naturmangfold og mennesker,https://www.arendalsuka.no/programsok/details/23832,2024-08-14T09:00,LYSFORURENSNING – FEIL BRUK AV BELYSNING ER EN USYNLIG FIENDE FOR NATURMANGFOLD OG MENNESKER,Lyskultur,"Ida Thorendahl, Daglig leder, Lyskultur
Erling Fjeldaas, Jurist, Statens Vegvesen
Helga Iselin Wåseth, PhD-kandidat, USN
Erlend Lillelien, Senior lysdesigner, Asplan Viak
Truls Gulowsen, leder Naturvernforbundet, Naturvernforbundet
Svein Ove Sunde, Administrerende direktør, Multilux
Mani Hussaini, stortingsrepresentant, Arbeiderpartiet
Irene Heng Lauvsnes, Ordfører i Strand kommune, Høyre","Belysning kan ha inngripende konsekvenser for naturmangfold, om vi fortsetter å bruke mer lys enn det vi faktisk trenger. Både planter, innsekter, dyr og mennesker lider under dette overforbruket av elektrisk lys. Når så du sist en klar stjernehimmel midt i byen? Visste du at enkelte innsiktsgrupper er i ferd med å utslettes fordi de utsettes for lys hele døgnet? 
Lysforurensning defineres som unødvendig og overdreven bruk av elektrisk lys. 
I Europa opplever vi at det finnes egne lover for å begrense lysforurensning – er dette noe Norge bør følge?
 Medvirkende: Lyskultur, Statens Vegvesen Erling Fjeldaas mfl."
Sirkulær skandinavisk familieterapi,https://www.arendalsuka.no/programsok/details/24489,2024-08-14T09:00,SIRKULÆR SKANDINAVISK FAMILIETERAPI,"NG Group, TOMRA",N/A,"Norden og Skandinavia ønsker å være fyrtårn for sirkulærøkonomi. Vi har de beste panteløsningene, effektive avfall- og gjenvinningsløsninger, de mest bevisste forbrukerne og strenge reguleringer. 
En svenske er kreditert med å ha funnet opp utvidet produsentansvar, som i dag ivaretar sirkulariteten for tomflasker, elektrisk avfall og plast. Finland har lenge vært en forgangsnasjon for bedre ressursutnyttelse. Og i Norge har vi teknologi- og gjenvinningsselskaper som har bygget hele sin forretningsmodell på å gjøre det enkelt for folk å gjøre riktige miljøvalg.
Vi har snakket om sirkulærøkonomi siden midten av forrige århundre. Likevel blir verdensøkonomien stadig mindre sirkulær. Det gjelder også Skandinavia og Norge.
EU har på sin side trykket sirkulærøkonomien til brystet, og gjenbruker mer enn dobbelt så stor andel av ressursene sammenlignet med det vi får til i Norden. Selv med et mer konservativt Europaparlament ventes Europa å videreføres sine ambisiøse satsninger.
Har vi rett og slett for god råd her i vårt rike hjørne av verden til å befatte oss med sirkulærøkonomi? Hvordan kan vi industrialisere sirkulære løsninger for å sikre skalering? Hvordan får vi frem investeringene og teknologiutviklingen som trengs? Og hvordan får vi med oss forbrukere og næringsliv på denne omstillingen?
Fire toppledere og to toppolitikere møtes for panelsamtale og sirkulær familieterapi ledet av moderator Hilde Sandvik, journalist.
Medvirkende: 
Tove Andersen, konsernsjef, TOMRA (bekreftet)
Rasmus Figencschou, konserndirektør bedrift, DNB (bekreftet)
Ola Kvaløy, professor i samfunnsøkonomi, Universitetet i Stavanger (bekreftet)
Bjørn-Arve Ofstad, konsernsjef, NG Group (bekreftet)
Hanne Simensen, konserndirektør aluminium, Hydro (forespurt)
Politikere:
Kjersti Bjørnstad, statssekretær Klima- og miljødepartementet (Sp)
Mathilde Tybring-Gjedde, stortingsrepresentant (H)"
Frokost og Livepod om energi og miljøtiltak i borettslag og sameier,https://www.arendalsuka.no/programsok/details/24443,2024-08-14T09:00,FROKOST OG LIVEPOD OM ENERGI OG MILJØTILTAK I BORETTSLAG OG SAMEIER,"Norske Boligbyggelags Landsforbund (NBBL), Arendal Boligbyggelag","Line Bjerkek, Advokat, NBBL
Odd Helge Moen, Leder av teknisk avdeling, Søbo
Trygve Helleren, Styreleder, Tinnheia Terrasse Borettslag","Når et boligselskap skal iverksette rehabilitering eller andre vedlikeholdsprosjekter er det en god mulighet til å vurdere potensiale for energisparing, og også tenke på miljø og klima i valg av løsning og materialer. Eksisterende bebyggelse og borettslag og sameier er viktige brikker i det grønne skiftet. 
Hvordan skal styret og beboerne gjennomføre miljø- og energitiltak i borettslag og sameier? Hvor kan de søke råd for å ta beslutninger til det beste for både beboere og bygningsmasse?
Hva må vedtas av generalforsamling/årsmøte, og hva kan styret beslutte? Hvordan kan den enkelte boligeier engasjere seg og påvirke prosessene?
NBBLs podcast ""Borettslaget"" holder livepod på taket hos Arendal Boligbyggelag i Malmbryggen 2. Det blir servert en enkel frokost.
Programleder er advokat og leder av advokatkontoret i NBBL, Line Bjerkek. Gjester i podcasten er leder av teknisk avdeling i Sørlandet Boligbyggelag, Odd Helge Moen, og styreleder Trygve Helleren i Tinnheia Terrrasse Borettslag. Sammen prater de om temaet og kommer med gode tips til både boligeiere og styremedlemmer."
Kan bruk av data og kunstig intelligens bidra til å løse klima- og naturkrisen?,https://www.arendalsuka.no/programsok/details/23991,2024-08-14T09:00,KAN BRUK AV DATA OG KUNSTIG INTELLIGENS BIDRA TIL Å LØSE KLIMA- OG NATURKRISEN?,Deloitte,"Andreas Bjelland Eriksen, Klima- og miljøminister, AP
Jannicke Nilsson, Konserndirektør, Sikkerhet, sikring og bærekraft, Equinor
Tine Austvoll Jensen, Direktør, Google
Anders Magnus Løken, Partner og leder klima- og bærekraftstjenester, Deloitte
Morten Kampenhaug, Director, Deloitte
Moderator: Øystein Ingdahl, CMO, Deloitte
Martin Wien Fjell, Executive Vice President, Kongsberg Discovery","Naturrisikoutvalgets rapport som ble fremlagt i februar 2024 var tydelig på at arbeidet med naturrisiko skal lede til bedre beslutninger og en av deres anbefalinger var behov for mer deling av data og økt kompetanse.   
I denne debatten ønsker vi å belyse hvorfor bruk av data og kunstig intelligens kan være viktig for å løse klima- og naturkrisen og diskutere konkrete løsninger. Norske virksomheter sitter allerede på mye data, så hvordan kan de bruke disse for å komme seg videre i arbeidet?  Det finnes flere lovende løsninger som blant annet fokuserer på geospatial dataprosessering og Gen AI, men hva må til for å lykkes med disse?"
Fra pod til prat: Bærekraftspionerer deler sine erfaringer,https://www.arendalsuka.no/programsok/details/25684,2024-08-14T09:00,FRA POD TIL PRAT: BÆREKRAFTSPIONERER DELER SINE ERFARINGER,Kiwa Kompetanse AS,N/A,"Vi samler alle som har delt sine bærekraftshistorier gjennom det siste året i vår podcast Bærekraft med Kiwa til frokostprat i Toppleiligheten onsdag 14. august kl. 09:00.
Ved å dele erfaringer, tips og triks for å møte nye krav i en grønne omstillingen mener vi at flere kan bli inspirert til å komme i gang, få løst en utfordring de står ovenfor, og bli kjent med andre som står i akkurat samme situasjon. Derfor startet vi podcasten Bærekraft med Kiwa. Den skal være et uformelt møtested hvor vi kan nerde på fag, og høre spennende historier fra alle oss som jobber med å løse bærkraftsutfordringer hver dag.
På frokostmøtet inviterer vi noen av podcastgjestene på scenen, men vi er mest opptatt av at de som vi har snakket med hver for seg, og dere som har lyttet på historiene, får møtes og knytte kontakt, så blir forhåpentligvis hverdagen litt lettere.
Detaljert program TBA."
Har vi nå blitt mer sirkulære?,https://www.arendalsuka.no/programsok/details/23261,2024-08-14T09:00,HAR VI NÅ BLITT MER SIRKULÆRE?,Klimapartnere,"Truls-Einar Strand Johnsen, Nestleder, Klimapartnere Vestland
Linda Monsen Merkesdal, Stortingsrepresentant, Arbeiderpartiet
Tore Ludestad, Havnedirektør, Borg Havn
Jon Østby, Daglig leder, Porfyr AS
Tina Wågønes, Daglig leder, Norsk Senter for sirkulærøkonomi","14. mars i år lanserte regjeringen Handlingsplan for sirkulær økonomi, og vi spør:
Gjør handlingsplanen Norge mer sirkulært? 
Hvordan måler vi sirkularitet egentlig?
Vi har fortsatt for stort forbruk.  Alle nivå i samfunnet må engasjeres, enkeltpersoner, næringslivet, industrien, det offentlige. Det skjer endringer, og vi tar praten om og med dem som har iverksatt og tatt i bruk sirkulære verdikjeder og løsninger.
Bli med og bli oppdatert på det sirkulære Norge!"
From Words to Action: Do EU's Sustainability Regulations Have an Effect?,https://www.arendalsuka.no/programsok/details/24651,2024-08-14T09:00,FROM WORDS TO ACTION: DO EU'S SUSTAINABILITY REGULATIONS HAVE AN EFFECT?,"Arendals Fossekompani, Factlines","Heidi Hautala, Visepresident, Europa parlamentet
Sigrun Gjerløw Aasland, Statssekretær, (Ap) i Klima- og miljødepartementet
Lars Erik Mangset, Head of Sustainable Finance, Grieg Investor
Siri Engesæth, Chief Sustainability and Communications, Factlines
Ingunn Ettestøl, Chief Sustainability Officer, Arendals Fossekompani","We have invited former EU Parliamentarian Heidi Hautala to talk about the international EU regulation for sustainability reporting. She will discuss the background of the new sustainability regulations and the need for international guidelines.
Can such requirements actually make a difference for businesses and contribute to the green transition?
After the presentation, we invite you to a panel discussion. We will discuss the significance of the regulations in a Norwegian business context, as well as their potential impact on the green transition and sustainable finance."
Klimapositiv landskapsarkitektur,https://www.arendalsuka.no/programsok/details/25647,2024-08-14T09:00,KLIMAPOSITIV LANDSKAPSARKITEKTUR,"Asplan Viak, Agaia","Samin Salehi, Prosjektleder Skårerparken, Lørenskog kommune
Zhjanna Willumsen, Prosjektleder klima, Lørenskog kommune
Vera Stroth, Miljørådgiver, Agaia
Mari-Ann Thorsen Ekern, Landskapsarkitekt, Asplan Viak
Ragnhild Nessa, Landskapsarkitekt, Asplan Viak
Sofie Møller, Energi- og miljørådgiver, Asplan Viak","Klimaberegning av bygninger er en selvfølge. Klimaberegning av uteanlegg er fremdeles ofte en glemt del av planleggingsfaget.
Anleggsbransjen og landskapsprosjektene står for store klimagassutslipp og potensialet for utslippsreduksjoner er både lavthengende og stort.
Asplan Viak har i over 5 år arbeidet med utvikling av en metode for å beregne nettopp klimaavtrykket av landskapsprosjekter, et arbeide som i samarbeid med FutureBuilt har resultert i et et eget kriteriesett for landskapsbransjen - ZeroL. 
Vi har invitert to ambisiøse aktører; Norges største anleggsgartnerfirma, Agaia, og Lørenskog kommune som begge har både strategiske målsettinger og erfaring fra praktisk gjennomføring. Sammen med Asplan Viak sine egne eksperter tar vi et dypdykk i både klimagassberegning og landskapsarkitektur. 
Velkommen!"
Biogassens rolle i et fornybart energisystem,https://www.arendalsuka.no/programsok/details/24695,2024-08-14T09:00,BIOGASSENS ROLLE I ET FORNYBART ENERGISYSTEM,"Biogass Norge, Fornybar Norge","Pia Farstad von Hall, Daglig leder, Biogass Norge
Aslak Øverås, Kommunikasjonsdirektør, Fornybar Norge
Robert Kippe, Leder for myndighetskontakt, Fornybar Norge","Biogass kan bidra med 5 TWh energi innen 2030 og løser klimautfordringer i ulike sektorer. EU satser milliarder på biogass, og Danmark planlegger å erstatte all fossilgass med biogass innen 2027. Hva har de skjønt, som Norge ikke har skjønt? 
Bli med på live-innspilling av Fornybar Norges podkast, Fornybaren. Bartenderen Aslak Øverås og Robert Kippe tar praten med Pia Farstad von Hall, daglig leder i Biogass Norge. Hvorfor Norge trenger mer biogass og hva bør regjeringen gjøre for å legge til rette for økt produksjon og bruk av biogass? Og ikke minst, har Pia en elektrisk favorittdings eller noe hun ønsker gikk på strøm?
Kaffe og frukt fra 09:00. Programmet starter kl.09:30."
Nye drivstoff til skipsfarten – korleis få verdikjedene i gang?,https://www.arendalsuka.no/programsok/details/23180,2024-08-14T09:30,NYE DRIVSTOFF TIL SKIPSFARTEN – KORLEIS FÅ VERDIKJEDENE I GANG?,Maritime CleanTech,"Marianne Næss Sivertsen, havminister, Ap
Liv Kari Eskeland, stortingsrepresentant, Høgre
Sveinung Rotevatn, stortingsrepresentant, Venstre
Morten Solberg Watle, adm. direktør, GreenH
Bent Martini, adm. direktør, Havila Kystruten
Hege Økland, dagleg leiar, Hy2gen Nordic/Iverson eFuels
Andreas Enger, adm. direktør, Höegh Autoliners
Marthe Therese Møller Storaas, direktør for bunkring og marknadsutvikling, Yara Clean Ammonia
Ada Martine Jakobsen, adm. direktør, Maritime CleanTech","Manglande tilgang på miljøvenlege drivstoff gjer at omstillinga av skipsfarten heng etter. Samstundes spissar kampen om den reine krafta seg til. Kva etterspør skipseigarane, og kva treng drivstoffleverandørane for å få tilbodet i gang? Har storting og regjering dei rette verktøya for å setja fagre lovnader om grønt industriløft ut i livet?

Maritime CleanTech samlar næringsaktørar og politikarar til debatt om kva som trengst for å få fart på utbygginga av verdikjeder for hydrogen, ammoniakk og andre nye drivstoff."
"Gamle PCer, biler og metallskrap - Fra forbruksvarer til nye og ansvarlige råvarer",https://www.arendalsuka.no/programsok/details/24132,2024-08-14T10:00,"GAMLE PCER, BILER OG METALLSKRAP - FRA FORBRUKSVARER TIL NYE OG ANSVARLIGE RÅVARER","NG Group, NG Metall",N/A,"Elektronikk og teknologi beveger seg rekordraskt fremover, og bransjen greier ikke å henge med på den økte material kompleksiteten for elektrisk avfall som produseres årlig. 
I samfunnet blir kritiske råmaterialer stadig viktigere for nye produkter. Hva skal til for at vi øker uttaket av kritiske råmaterialer og sjeldne jordarter slik at de kan inngå i nye produkter. 
Dette ønsker vi å dypdykke i. Velkommen til debatt! 
Vår paneldebatt:  
Introduksjon og problemstilling: Emil Gossner 
Moderator: Eva Solskjær Boxaspen 
Deltagere:  
Karl Kristensen, Fagperson i Bergfald Miljørådgivere – Sjeldne jordarter og kritiske metaller. 
Henrik Varåker-Johansen, COO i NG Metall – Gjenvinning av elektronikk og metallskrap: 
Andreas Frydensvang, CCO i Hydrovolt – Gjenvinning batterier.  
Jeanette Iren Moen, Fagsjef i Norsk Industri – Klima/Energi. Bakgrunn fra råvare politikk, som statssekretær i nærings- og fiskeridepartementet."
Verdens plastproblem – går det på helsa løs?,https://www.arendalsuka.no/programsok/details/22904,2024-08-14T10:00,VERDENS PLASTPROBLEM – GÅR DET PÅ HELSA LØS?,NTNU,"Ola Elvestuen, Stortingsrepresentant, Energi og miljøkomiteen, Venstre
Linda Monsen Merkesdal, Stortingsrepresentant, Energi og miljøkomiteen, Arbeiderpartiet
Sigrid Heiberg, Fylkesleder Oslo, Miljøpartiet De Grønne
Karoline Andaur, Generalsekretær, WWF
Thor Kamfjord, Direktør, Bærekraft og samfunnsansvar, Norner AS
Gro Dehli Andersen, Forsker, Folkehelseinstituttet
Bjørn Egil Asbjørnslett, Direktør, NTNU Hav og kyst
Jakob Bonnevie Cyvin, Stipendiat, NTNU
Marius Widerøe, Direktør, NTNU Helse og livsvitenskap","Blir vi syke av plast?
Plast har blitt en del av næringskjeden og kan føre til skader på mennesker, dyr og natur. Samtidig er det stor usikkerhet knyttet til hvor skadelig plast egentlig er. 
NTNU har samlet forskning på området og kommer med 3 råd til politikere og næringsliv om hva vi kan gjøre for å få bukt med de helse- og miljømessige konsekvensene av verdens plastproblem.
Arrangementet er rigget slik:
NTNU presenterer forskning og 3 råd: Verdens plastproblem – går det på helsa løs? (pdf) - et faglig underlag med bidrag fra et bredt spekter fagmiljøer på NTNU
Paneldebatter der vi utfordrer næringslivsrepresentanter og politikere på hva de gjør for å få bukt med verdens plastproblem
Arrangementet blir streamet (link over)."
SOS Natur: Kraftkrise & miljø i nød,https://www.arendalsuka.no/programsok/details/23228,2024-08-14T10:00,SOS NATUR: KRAFTKRISE & MILJØ I NØD,Universitetet i Sørøst-Norge (USN),"Innleder: Thomas Øyvang, førsteamanuensis og leder av forskningsområde for energi, klima og miljø, Universitetet i Sørøst-Norge
Kjersti Bjørnstad, statssekretær i Klima- og miljødepartementet, SP
Dag O. Hessen, professor ved Senter for biogeokjemi i Antropocen, Universitetet i Oslo
Une Bastholm, medlem i Stortingets energi- og miljøkomité, MDG
Jonas Kristiansen Nøland, førsteamanuensis II, Universitetet i Sørøst-Norge
Siren S. Juliussen, rådgiver naturforvalting, Den Norske Turistforening
Ordstyrer: Tom Erik Thorsen, sjefredaktør, Varden","Som samfunn står vi overfor en utfordring med å sikre energiforsyningen samtidig som vi ivaretar og beskytter naturområdene våre. Hvordan kan vi lede an i overgangen til en mer miljøvennlig energiproduksjon, samtidig som vi sikrer energistabilitet?
I denne debatten dykker vi inn i temaet om naturvennlig vindkraft, konfliktfri natur og kjernekraft, og hvordan ulike aktører sammen kan finne gode løsninger for fremtiden. Vi ser spesielt på Vestfold og Telemark og hvordan denne regionen kan finne en balanse mellom energiproduksjon og naturbevaring.
Temaer vi diskuterer:
Naturvennlig vindkraft. Hvordan kan vi utvikle vindkraft på en måte som respekterer og tar vare på våre naturområder? Hvilke teknologier og løsninger bør prioriteres for å minimere negativ påvirkning på miljøet?
Konfliktfri natur. Hvordan kan vi unngå konflikter mellom utbygging av energiprosjekter og vern av natur? Er det mulig å finne kompromisser som både ivaretar behovet for energi og beskyttelsen av sårbare økosystemer?
Kjernekraft. Er kjernekraft et realistisk alternativ for å møte kraftbehovet samtidig som vi reduserer klimautslippene? Hva er utfordringene og fordelene med å inkludere kjernekraft i energimiksen, spesielt sett fra et lokalt perspektiv?"
Er det på tide å flytte? Klimakrise vs. Boligdrøm.,https://www.arendalsuka.no/programsok/details/23172,2024-08-14T10:00,ER DET PÅ TIDE Å FLYTTE? KLIMAKRISE VS. BOLIGDRØM.,Gjensidige Forsikring ASA,"Eirik Norman Hansen
Øystein Dørum, Sjefsøkonom, NHO
Carl O. Geving, Administrerende direktør, Norges Eiendomsmeglerforbund
Anne Kari Eriksen, Ordfører, Nesbyen kommune","De siste årene har ødeleggelser som følge av flom, skred og ekstremvær økt i Norge. I følge Norsk naturskadepool ble 2023 et rekordår i negativ forstand - med erstatninger etter naturskader på nesten 4,2 milliarder kroner. Dette er det dyreste året siden ordningen ble opprettet i 1980.
Valg av bosted er ikke lenger bare et spørsmål om personlige preferanser eller økonomi. Det handler også om å forstå og håndtere naturrisiko - og vår alles felles sikkerhet. Samtidig står kommunene overfor en kompleks oppgave: Hvordan kan de best balansere og tilrettelegge for kommersielle interesser, beboeres behov, sikkerhet og hensynet til naturen?
Våre debattanter tar opp interessekonflikter, ansvar og kompetansebehov for å løse denne samfunnsutfordringen - hvor skal vi egentlig trygt kunne bo fremover?"
"Praten om maten: Helse, virkemidler og vrange folk?",https://www.arendalsuka.no/programsok/details/24335,2024-08-14T10:00,"PRATEN OM MATEN: HELSE, VIRKEMIDLER OG VRANGE FOLK?",Cicero Senter for Klimaforskning,"Nora Ytreberg, Doktorgrad stipendiat, CICERO
Bob van Oort, Forsker, CICERO
Liv Elin Torheim, Avdelingsdirektør, Folkehelseinstituttet
Simen Høy Dypvik, Seniorrådgiver, Etisk Handel Norge","Hensynet til klima og miljø står ikke høyt på lista for at vi endrer matvanene våre, og helseaktører har kjørt kampanje etter kampanje uten at vi spiser mer bærekraftig*. Hva er det som kan fungere for at vi spiser sunnere og mer frukt og grønt?
Mat er noe som berører mange hensyn, og det er sterke meninger om hvilke av disse skal prioriteres. Samtidig skal vi oppfylle ulike målsetninger som krever grep i matsystemet. Helhetlig tenkning er derfor nødvendig.
Klimautvalget2050 tar en helhetlig tilnærming som går forbi sektortenkningen. Utvalgets rapport viser at de totale utslippene må reduseres drastisk dersom Norge skal bli et lavutslippssamfunn. Selv om det meste av de gjenværende utslipp i 2050 forbeholdes jordbruket, vil det kreve endringer i produksjon av mat.
Stortinget vedtok nylig å be regjeringen sette i gang en analyse av fremtidens matsystemer der folkehelse, klima, natur og landbruks- og matpolitikk blir satt i sammenheng. Klima og natur er grunnleggende for matproduksjon. Økt hyppighet og styrke av ekstremvær globalt, inkludert Norge, viser at klimaendringer kan ha store konsekvenser for produksjon av mat og fôr.
Hvordan skal vi jobbe med dette framover for å få til de varige endringene vi trenger?
Nora Ytreberg fra CICERO gi oss litt inspirasjon på hva som kan fungere fra sitt siste arbeid og så inviterer vi blant annet Folkehelseinstituttet og Oda til en samtale rundt disse temaene sammen med Bob van Oort fra CICERO.
*Her spesielt i kontekst av klima, miljø og helse"
Fremtidens bygg,https://www.arendalsuka.no/programsok/details/24896,2024-08-14T10:00,FREMTIDENS BYGG,Advokatfirmaet Berngaard AS,"Lars Berntsen, Partner, Advokatfirmaet Berngaard AS
Grete Aspelund, Head of NCC Industry, NCC Industry
Erlend Simonsen, Direktør, DnB Næringseiendom AS
Marie Sveen Olsen, Klima- og bærekraftrådgiver, Sweco","Fremtidens bygg skal være klimanøytrale, hvilken betydning får det for de som planlegger, bygger og bruker byggene. EU har i direktiv lagt opp retningen for fremtidens bygningsmasse, også de bygg som allerede eksisterer. Hvilke implikasjoner får dette for Norge, og hvor langt unna er vi i dag."
Løsninger og dilemma for en bærekraftig IT-bransje,https://www.arendalsuka.no/programsok/details/23973,2024-08-14T10:00,LØSNINGER OG DILEMMA FOR EN BÆREKRAFTIG IT-BRANSJE,"Stiftelsen Miljøfyrtårn, Universitetet i Agder, GoforIT, Møller Mobility Group, Tietoevry Create","Sigrun Gjerløw Aasland, statssekretær (AP), Klima- og miljødepartementet
Leif Skiftenes Flak (ordstyrer), professor og dekan, Fakultet for samfunnsvitenskap, UiA
Ann-Kristin Ytreberg, administrerende direktør, Stiftelsen Miljøfyrtårn
Kent Inge F. Simonsen, chief consultant, Tietoevry Create
Mali Hole Skogen, teknologi- og bærekraftsdirektør, IKT-Norge
Ida Pernille Hatlebrekke, leder for klima og miljø, Møller Mobility Group","Digitalisering er ofte svaret når spørsmålet handler om løsninger for klima- og naturkrisen. Men IT-bransjen står selv for enorme klimagassutslipp (samlet sett mer enn all flytrafikk!), datautstyr legger beslag på sjeldne mineraler og datasentre ødelegger uerstattelig natur. Digitalisering er dessuten infrastruktur som brukes både av aktører som motarbeider et bærekraftig samfunn, og av dem som skaper det.
Hvordan kan IT-bransjen drive bærekraftig selv, og hvordan kan bransjen bidra til å skape et bærekraftig samfunn?
Hvilke regulatoriske endringer trenger vi? 
Hva bør stå på forskernes agenda? 
Vi inviterer til tre kvarter med fakta, dilemma og ikke minst løsninger for en bærekraftig IT-bransje."
Hvordan blir Norge arealnøytralt?,https://www.arendalsuka.no/programsok/details/22902,2024-08-14T10:00,HVORDAN BLIR NORGE AREALNØYTRALT?,Sabima,"Andreas Bjelland Eriksen, klima- og miljøminister, Klima- og miljødepartementet
Mathilde Tybring-Gjedde, stortingsrepresentant, Stortinget
Gro Sandkjær Hanssen, forsker og professor II, OsloMet
Astrid Skrindo, forsker, NINA","Arealendringer er den største trusselen mot naturmangfold. Hver gang vi endrer eller gjør inngrep i natur påvirkes levestedet til planter, dyr og sopp. For å stanse tapet av artenes leveområder, må vi få kontroll med arealsløseriet. Men hvordan?
Stadig flere kommuner og store aktører i næringslivet får øynene opp for arealnøytralitet som løsning. 80 kommuner jobber for å bli arealnøytrale, mens regjeringen er vag på hvordan Norge skal bli arealnøytralt. Til dette arrangementet inviterer vi ledende politikere og forskere til å snakke om hvordan vi kommer vi dit at hele Norge blir arealnøytralt.
Etter at vi har fått høre fra våre fremste forskere innen restaurering og plan, byr vi på en interessant samtale mellom unge, miljøbevisste politikere med makt fra landets styringspartier. I samtale mellom generalsekretær Christian Steel, Mathilde Tybring-Gjedde og Andreas Bjelland Eriksen kommer vi å komme nærmere hva som skal til for å stanse tapet av naturmangfold i Norge. Hva må til i langsiktig tankegang fra styringspartier og modige grep i og utenfor regjering? Må det stilles krav om at alle utbyggingsprosjekter må bli arealnøytrale – at alle utbyggingsprosjekter må sørge for å restaurere tilsvarende naturverdier som ødelegges? Må Norge ha et nasjonalt mål om å bli arealnøytralt? Må innsigelsespolitikken strammes til for at den mest verdifulle naturen skal beskyttes bedre? Og trengs det nye juridiske og økonomiske grep for å vri fremtidig utbygging mot grå arealer?
Vi ser frem til å høre hva ledende forskere og politikere mener må til for at Norge skal stanse tapet av naturmangfold."
"Gruvedrift på havbunnen og kritiske mineraler. Norge, Kina og Svalbard",https://www.arendalsuka.no/programsok/details/24343,2024-08-14T10:00,"GRUVEDRIFT PÅ HAVBUNNEN OG KRITISKE MINERALER. NORGE, KINA OG SVALBARD",Fridtjof Nansens Institutt,"Gørild Heggelund, Seniorforsker, Fridtjof Nansens Institutt
Arild Moe, Seniorforsker, Fridtjof Nansens Institutt
Maria Varteressian, Statssekretær (AP), Utenriksdepartementet
Rasmus Hansson, Stortingsrepresentant, MDG
Kaja Lønne Fjærtoft, Seniorrådgiver, bærekraftig hav, WWF
Tirza Meyer, Samtidshistoriker, KTH og UiO
Anna Valberg (ordstyrer), Kommunikasjonsleder, Fridtjof Nansens Institutt","Tidligere i år vedtok Stortinget å åpne for leting og utvinning av mineraler på norsk sokkel. Dermed kan Norge bli verdens første land som tillater gruvedrift på havbunnen i kommersiell skala. Men næringen er kontroversiell og beslutningen har møtt stor motstand fra forskere, miljøbevegelsen og en rekke stater. Hvilke utfordringer vil Norge møte på jakt etter gull og andre kritiske mineraler? Er vi på dypt vann – eller er gruvedrift på havbunnen både nødvendig og bærekraftig?
Særlig sensitiv er koblingen til Svalbard, hvor juss og politikk spiller en avgjørende rolle. Hvordan påvirker Svalbardtraktaten Norges muligheter og begrensninger når det gjelder mineralvirksomhet i havområdene rundt Svalbard? Dette blir stadig mer relevant i lys av global etterspørsel etter kritiske mineraler og de geopolitiske skifter.
 
Kina har posisjonert seg som en global leder i forsyning av kritiske mineraler. Hvordan påvirker dette Norges teknologi- og forsvarssektorer, og hvilke utfordringer og muligheter dukker opp? 
Vi snakker om internasjonalt samarbeid, energiomstilling, miljøkonsekvenser og nasjonal suverenitet i en tid med geopolitiske skift og økende etterspørsel etter mineraler. 
Opptak fra arrangementet blir publisert på FNIs YouTube-kanal i etterkant av arrangementet."
Det er fortsatt liv i havet – vi knuser noen myter og opplyser!,https://www.arendalsuka.no/programsok/details/24494,2024-08-14T10:00,DET ER FORTSATT LIV I HAVET – VI KNUSER NOEN MYTER OG OPPLYSER!,Universitetet i Bergen,"Øyvind Fiksen, Professor, Institutt for biovitenskap og marin dekan, Universitetet i Bergen
Geir Huse, Avdelingsdirektør marine økosystemer og ressurser, Havforskningsinstituttet
Katja Enberg, Professor, Institutt for biovitenskap, Universitetet i Bergen","Det er mye å bekymre seg for i fremtiden, og havets helse er noe som mange er engstelige for. I avisoverskrifter er havet langsomt dødende, overfisket og fullt opp med plast.
Men stemmer dette? Har vi grunn til å være så bekymret på havets vegne, eller er det noe som går bra også, og kanskje bedre enn du tror?   
Vi påstår - og spør:  
Havet er tomt for fisk innen 2048!  
Er det slik at overfiske er i ferd med å tømme havet for fisk, eller har vi begynt å få grepet om fiskeriforvaltningen?  
Det er mer plast i havet enn fisk!
Er forskere enige i at mikroplast er det største miljøproblemet vi står overfor?  
Vern er det beste vi kan gjøre for havet! 
Hvorfor tenker vi så forskjellig om matproduksjon på hav og land? 
I denne debatten vil et knippe eksperter på hav se nærmere på noen myter og generelle oppfatninger om havets tilstand og fiskeriene som går igjen i media.
Det blir også muligheter for å engasjere deg i påstandene og utfordre paneldeltakerne med dine spørsmål!"
Nye forvaltningsråd for Oslofjorden,https://www.arendalsuka.no/programsok/details/25124,2024-08-14T10:00,NYE FORVALTNINGSRÅD FOR OSLOFJORDEN,Fiskeridirektoratet,"Frank Bakke-Jensen, Fiskeridirektør, Fiskeridirektoratet
Henning Røed, Prosjektleder, Oslofjorden friluftsråd
Alessandro Astroza, Avdelingsleder, Sør-Norges Fiskarlag
Anne Sjømæling, Nasjonalparkforvalter, Færder nasjonalpark
Øyvind Fjeldseth, Rådgiver, NJFF
Jan Atle Knudsen, Programleder, Havforskningsinstituttet
Jon-Erik Henriksen, Divisjonsdirektør, FIskeridirektoratet","Fiskeridirektoratet la tiudligere i sommer fram forslag til nye forvaltningsråd for det marine livet i Oslofjorden. Vi inviterer til debatt om hva slags forvaltning som må til for å redde livet Oslofjorden.
Debatten blir ledet av fiskeridirektør Frank Bakke-Jensen."
