url,organizer,description,summary
https://program.arendalsuka.no/event/user-view/20340,ArrangørSustainability AS,CSRD og de nye rapporteringskravene,"Om arrangementetNå strammer EU til! ESRS (European Sustainability Reporting Standard) er EUs nye standard for bærekraftsrapportering og en viktig byggekloss i Europas bærekraftspolitikk.De største selskapene skal først i ilden. Men også mindre virksomheter vil etter hvert rammes av regelverket.Vi kommer innom de ferskeste endringene, hvordan prosessene kan forenkles, hvordan bedrifter kan lære av hverandre og dessuten: Vil EU faktisk oppnå det de ønsker med kravene – er det godt nok for å dytte EU i en grønnere retning?Vi spør:Hva er det viktigste man kan gjøre for å forberede selskapet på ESRS?Alle snakker om «dobbelt vesentlighet» - hva er en vesentlighetsanalyse og hvilken verdi har dette for bedriftene?Hva er de beste triksene for å samle inn data og sikre kvalitet?Hvilke organisatoriske grep kan lette jobben med bærekraftsrapportering?Hvordan sikre best mulig datakvalitet? Finnes det gode systemer?EU krever at virksomhetene rapporterer om positive og negative påvirkininger – hvor går grensen for hva man publisere?Hva er de største utfordringene vi vil se på sikt i forbindelse med ESRS?Vil rapporteringen bare bli en dyr papirmølle – eller vil ESRS føre til bærekraftig praksis?Bli med på diskusjonen i Arendal: Vår bærekrafts- og matekspert, Christopher Sjuve, vil være ordstyrer og servere grønne forfriskninger under arrangementet. Anette B. Nereng, Partner i Sustainability AS, vil dele innsikt, og du vil også høre fra Pål Kildemo, CFO i Hydro, Marta Nevøy Bjørkestrand, Vice President Sustainability i KongsbergGruppen og andre eksperter på området.Etter paneldiskusjonen inviterer vi alle på tapas! Mat og mingling! Vi fortsetter praten hvor vi deler tanker, ideer og perspektiver med andre deltakere."
https://program.arendalsuka.no/event/user-view/20342,"ArrangørSINTEF, Kongsberg",Beredskapskommisjonen: hvordan få et sikrere og tryggere Norge?,"Om arrangementetRegjeringen har nedsatt en totalberedskapskommisjon for å vurdere hvordan de samlede beredskapsressursene kan benyttes best mulig.Kommisjonen leverer sin innstilling i form av en NOU til Justis- og beredskapsdepartementet 5. juni 2023.På Arendalsuka stiller vi spørsmålet: Beredskapskommisjonen: hva nå? Hvor går veien videre? Hvordan kan industri og forskningsmiljøer bidra aktivt for bedre beredskap og gi økt samfunnssikkerhet?Bekreftede innledere er konsernsjef Geir Håøy i Kongsberg Gruppen og Alexandra Bech Gjørv, konsernsjef i SINTEF, og leder av 22.juli-kommisjonen etter terrorangrepet 22.juli 2011. Det blir sentral politisk deltakelse. I møtet vil Beredskapskommisjonens ferske rapport presenteres, og vi tar i fellesskap debatten om hvordan vi kan skape et tryggere og sikrere Norge. Navn på panelet legges ut her straks det er bekreftet."
https://program.arendalsuka.no/event/user-view/20345,"ArrangørFagskolen i Agder, Høy - Interesseorganisasjonen for de offentlige fagskolene","«Alle» heier på høyere yrkesfaglig utdanning, eller gjør de egentlig det?","Om arrangementetHøyere yrkesfaglig utdanning har de siste årene fått økt oppmerksomhet og anerkjennelse i politikken og arbeidslivet. Likevel melder fagskolene om utfordringer knyttet til nivåbegrensninger i Nasjonalt kvalifikasjonsrammeverk (NKR) og finansieringsordningen. Arbeidslivet skriker etter kompetente fagfolk, og skolene er klare til å utvikle og tilby utdanninger for å møte det økende kompetansebehovet. Hvorfor er ikke da yrkesbachelor og yrkesmaster tillatt? Og hvorfor er sektoren stadig underfinansiert? ""Alle"" heier på høyere yrkesfaglig utdanning, eller gjør de egentlig det?HØY og Fagskolen i Agder inviterer til en time hvor vi drøfter utfordringene og mulighetene som ligger i fagskolesektoren i Norge. I tillegg til innlegg fra rektorGunnbjørg T. Engehagenfra Fagskolen i Agder,Gard Tekrø Rolidfra Fagskolen Innlandet ogEirik Hågensenfra Fagskolen i Viken, har vi med ossKjetil Tvedt, direktør for kompetanse og seriøsitet i Byggenæringens landsforening som innledning til paneldebatt.I panelet:Jorodd Asphjell(Ap)Marit Knutsdatter Strand(Sp)Kari-Anne Jønnes(H)Trude Tinnlund(LO)Gjermund Løyning(NHO)Ordstyrer: Erik Aasheim"
https://program.arendalsuka.no/event/user-view/20346,"ArrangørStiftelsen Siste kapittel, Nasjonalt senter for aldring og helse, Psykologforeningens menneskerettighetsutvalg",Klar melding ut! Eldres menneskerettigheter nå,"Om arrangementetTo tidligere barneombud, Trond-Viggo Torgersen og Reidar Hjermann er begge blitt godt voksne og opptatt av eldres betingelser. Hvorfor er barneombudet en suksess i hele verden, mens eldreombudet blir lagt ned? Hvilke prosesser var viktig for å etablere og beskytte barns rettigheter på 90-tallet og hvordan kan vi skape en lignende prosess på eldrefeltet? Aldringsaktivist og Trond-Viggos datter, Anna Helle-Valle, inviterer til en engasjerende, personlig og original samtale om aldringens status og eldres menneskerettigheter. Arrangører er stiftelsen Siste kapittel, Nasjonalt senter for aldring og helse, og Psykologforeningens menneskerettighetsutvalg."
https://program.arendalsuka.no/event/user-view/20347,ArrangørKS,Ukrainske flyktninger: Hvor mye skal vi investere?,"Om arrangementetNorge mangler kompetent arbeidskraft. Med en smart integreringspolitikk kan ukrainske flyktninger bli inkludert i arbeidslivet, og gi et viktig bidrag til å løse mange av de store samfunnsutfordringene. Men skal de i det hele tatt bli i Norge?Flyktningene fra Ukraina er høyt utdannet, og vi trenger både kompetansen og arbeidskraften deres. Det gir muligheter, men stiller oss samtidig overfor dilemmaer. Er det flyktningene som skal løse bemanningsutfordringene? Hvor mye skal vi investere i kvalifisering når vi ikke vet hvor lenge de blir? Og ikke minst; hva med Ukrainas eget behov for kompetanse og arbeidskraft til gjenoppbygging etter krigen?"
https://program.arendalsuka.no/event/user-view/20348,ArrangørKS,Forskningsfrokost: Dette må du som leder kunne for å få  gevinster av velferdsteknologi,Om arrangementetEn ny studie dokumenterer hvilke ferdigheter en leder behøver for å gjennomføre omstillinger og realisere gevinster ved innføring av velferdsteknologi. Har kommunale ledere den tilstrekkelige kompetansen? Hvorfor har mange problemer med å hente ut gevinster ved innføring av velferdsteknologi? Bli med når vi diskuterer ledelse og teknologi. Det blir servert frokost.
https://program.arendalsuka.no/event/user-view/20349,ArrangørALIS Vest,Kan den nye spesialistutdanningen i allmennmedisin redde fastlegeordningen?,"Om arrangementetKan den nye spesialistutdanningen i allmennmedisin redde fastlegeordningen?-Og duger kommunene som utdanningsvirksomheter?Om arrangementetSiden 2019 har kommunene hatt ansvaret for utdanningen av spesialister i allmennmedisin. Det er en stor jobb som bl.a. innebærer registrering som utdanningsvirksomhet, utarbeidelse av generelle og individuelle utdanningsplaner, rekruttering og oppfølging av individuelle veiledere. Vi på ALIS-kontorene ser at det har en rekrutterende og stabiliserende effekt om kommunene får dette på stell, og i løpet av dette arrangementet håper vi å kunne få fram noen suksesskriterier. Dagens unge leger legger like stor vekt på god oppfølging og utdanning som lønn, så hvordan skal man gå fram for å gi dem det?- Ole Henrik Krat Bjørkholt (AP), statssekretær i Helse- ogomsorgsdepartementet.- Karstein Totland (H), ordfører i Masfjorden kommune- Nina Tangnæs Grønvold, kommunedirektør i Fredrikstad kommune- Marte Kvittum Tangen, leder av Norsk Forening for Allmennmedisin- Anette Fosse, leder for Nasjonalt senter for distriktsmedisin- Hege Lorentzen, KS- Robert Burman, fagansvarlig lege ved ALIS Sør rådgivingskontor- Møteleder: Martin Gray, ansvarlig redaktør i Dagens MedisinOm arrangørenALIS-kontorene ble opprettet som en del av «Handlingsplan for allmennlegetjenesten 2020-2024». Vi er seks regionale kontorer som bistår kommunene i våre nedslagsfelt med alle aspekter ved den nye spesialistutdanningen i allmennmedisin."
https://program.arendalsuka.no/event/user-view/20355,"ArrangørNordisk Ministerråd, Vivat Selvmordsforebygging, Nordland Fylkeskommune, Mental Helse, LEVE",Selvmordsforebygging - fra ord til handling,"Om arrangementetVi snakker om nullvisjon mot selvmord, men hva gjør vi? Nordland fylkeskommune, Mental Helse, LEVE og Vivat mener selvmordsforebygging er mer enn et helsespørsmål, det må inn i skole og utdanning, i nærmiljø og i familier. Og programmer vi kan ta i bruk, de finnes!Nordisk Råd har tidligere vedtatt å arbeide for en nullvisjon mot selvmord. I Norge innførte regjeringen en nasjonal nullvisjon på området i 2020. Ambisiøse mål og visjoner er viktige, men må følges av praktiske tiltak som har påvist effekt.Etter at Nordland fylkeskommune vedtok en nullvisjon i 2014, har systematiske tiltak for forebygging av selvmord blant unge blitt prioritert.Selvmord har betydelige konsekvenser for familie og andre nære personer og for samfunnet forøvrig. Om man regner 10 etterlatte per selvmord så vil omkring 6500 nye etterlatte bli berørt i Norge hvert år, ifølge Folkehelseinstituttet.Kom, delta og bli litt klokere– hva kan vi som bor og jobber i andre kommuner og fylkeskommuner gjøre for å bli bedre på å følge opp dem som sliter rundt oss?Mental Helse, LEVE, Vivat Selvmordsforebygging og Nordland fylkeskommune har for tiden en underskriftskampanje for mer kunnskap om selvmordsforebygging. Den kan du signere her:Vi må gjøre mer for å forebygge selvmord! - Opprop.netKampanjen overleveres etter planen til kunnskapsminister Tonje Brenna i Arendal, dagen etter arrangementet."
https://program.arendalsuka.no/event/user-view/20356,ArrangørSamfunnsbedriftene brann og redning,Hva vil vi med brann- og redningstjenesten? Statens ambisjoner og kommunenes forventninger,"Om arrangementetUtvalget som har analysert utfordringsbildet for brann og redning peker på  behov for mer regionalt forpliktende samarbeid innenfor brann og redningstjenesten. Hvor langt vil regjeringen og Justis- og beredskapsdepartementet gå i å anbefale og pålegge slikt samarbeid i den kommende stortingsmeldingen? Representanter for brann og redning og kommunesektorens organisasjon KS møter representanter fra justiskomiteen og lokale og regionale politikere til debatt. Deltakerlisten ser så langt ut til å bli:- Debattleder Øistein Gjølberg Karlsen, direktør Samfunnsbedriftene brann og redning-Odd Harald Hovland (AP) medlem av justiskomiteen- Kristin Ljosland (SP) fylkesordførerkandidat Agder- Helge Eide, KS områdedirektør samfunn, velferd og demokrati- Anne Cathrine Syversen (H), ordførerkandidat Porsgrunn"
https://program.arendalsuka.no/event/user-view/20357,"ArrangørCerebral Parese-foreningen, Unge Funksjonshemmede, CPU i Agder og i Vestland (ungdomsnettverk)",BPA-ordningen - hva skjer?,"Om arrangementetOrdningen med Brukerstyrt personlig assistent (BPA) er veldig viktig for mange unge med funksjonsnedsettelser. Takket være ordningen så er det enklere å leve et selvstendig, deltagende og aktivt liv. Likevel fungerer ikke ordningen så godt som den burde. Det er store mangler i tilbudet, mange opplever å få avslag eller å få et utilstrekkelig vedtak og det er alt for store forskjeller i hvordan kommunene praktiserer ordningen. Ordningen er ikke rettferdig, og den fungerer ikke som et likestillingsverktøy!Nå har endelig Stortinget vedtatt at regjeringen skal legges fram en stortingsmelding om BPA-ordningen basert på NOUen 2021:11 Selvstyrt er velstyrt. Dette er på tide og noe vi ser veldig fram til!Vi stiller likevel spørsmålene: Hva vil egentlig skje framover? Og vil ungdom med funksjonsnedsettelser oppleve å få en bedre ordning?Program17.45-17.46: Ordstyrer, Tone Foss Aspevoll, daglig leder i Agenda Rådgivning, ønsker velkommen.17.46-17.50 Ayman Taha og Alexander Sviggum, lederne i CPU i Agder og Vestland forteller om sitt demokratiprosjekt (politisk medvirkning)17.50-17.55:  Bente Heggø Olsen, leder i CP-foreningen, legger kort fram resultater fra spørreundersøkelse og litt om valgkampbudskapet til CP-foreningen.17.55-18.00: Ingrid Thunem, leder i Unge Funksjonshemmede innleder om viktigheten av BPA og hvorfor BPA-ordningen må styrkes.18.00-18.30: Politisk debatt om BPA-ordningen. Vi vil også sette av tid til forberedte innlegg og spørsmål fra ungdom i salen som selv har CP og ulike erfaringer med BPA."
https://program.arendalsuka.no/event/user-view/20360,ArrangørPeace Research Institute Oslo (PRIO),Norsk fredsdiplomati: Har det en fremtid?,"Om arrangementetVelkommen til panelsamtale i Arendal!Finnes det en fremtid for Norges omfattende fredsengasjement, gitt de globale skiftene vi ser rundt oss?De siste årene har vi sett en kraftig økning i antall væpnede konflikter, og stadig flere mennesker rammes. Borgerkriger, som i Syria eller Mali, blir stadig mer komplekse, med mange land involvert, og dermed vanskeligere å løse. Internasjonale terrornettverk som IS og Al Qaida er aktive i stadig flere konflikter. Med Russlands fullskala angrep på Ukraina er kriger mellom stater tilbake på den globale agendaen, og for Norge er krig med ett rykket mye nærmere. Spilleommet for konfliktløsning har krympet, ikke minst for en liten stat med begrensete maktmidler.For Norge har fredsdiplomatiet stått sentralt i utenrikspolitikken, og det ble også listet som en av fem prioriteter for Norges medlemskap i FNs sikkerhetsråd (2021-22). Den siste store seieren er fredsavtalen i Colombia fra 2016, hvor Norge spilte en sentral rolle som tilrettelegger.  Andre store satsninger, i Afghanistan, Libya, Sri Lanka og andre steder, har ikke gitt tilsvarende seire. Rommet for å spille en nøkkelrolle er nå sterkt innskrenket for Norge, både fordi FN og regionale institusjoner har bygd seg opp på området, og på grunn av stormaktskonfliktenes tilbakekomst. På hjemmebane har vi sett at fredsdiplomatiet kan ha politiske kostnader, som i kritikken av Støre-regjeringen da de brakte en Taliban-delegasjon til landet i januar 2022.Ikke noe av dette betyr at fredsdiplomati vil være mindre viktig fremover. Ikke minst vil det være et stort behov for forebyggende diplomati, enten det handler om å hindre at konflikter bryter ut, eller å forebygge eskalering. Men det er en form for diplomati som gir få blanke seire.Hva slags fredsdiplomatisk rolle kan Norge spille i et konfliktmønster som er i sterk endring?Vil fredsdiplomatiet fremover kunne være en vesentlig diplomatisk kapital for Norge?Kan man få økende motstand mot fredsdiplomatiet på hjemmebane?"
https://program.arendalsuka.no/event/user-view/20361,ArrangørScatec,Norges rolle i gjenoppbyggingen av energisektoren i Ukraina,"Om arrangementetUkraina herjes av en dramatisk energikrise der målrettede angrep på energiinfrastruktur brukes som krigsvåpen. 50 % av energisystemet er satt ut av spill og 25 % av befolkningen mangler tilgang på strøm. Energikrisen Ukraina opplever på toppen av en blodig angrepskrig hindrer driften av kritiske samfunnstjenester og restaurering av viktig infrastruktur. FN anslår at gjenoppbyggingen av energisektoren vil kreve 47 milliarder dollar i investeringer.Norge har lagt 75 milliarder norske kroner på bordet. Ukraina-innsatsen vil bli den største i norsk bistandshistorie. Nå starter debatten om hvordan Nansen programmet best kan forvaltes for å både møte akutte behov og forberede veien videre for Ukraina.I denne debatten samler vi representanter fra politikken, det norske virkemiddelapparatet og privat næringsliv for å diskutere hvordan vi i fellesskap kan respondere på den pågående energikrisa og skape byggestenene for en ny, grønn økonomi.Gjester:Scatec CEO Terje PilskogNorad Direktør Bård Vegar SolhjellNorwegian Ukrainian Chamber of Commerce Managing Director Kjartan Svaland TveitnesItera CEO Arne MjøsRystad Energy CEO Jarand RystadModerator: Scatec Head of Government Affairs & Support Mechanisms Enja Sæthren"
https://program.arendalsuka.no/event/user-view/20362,ArrangørUtdanningsetaten i Oslo kommune,Kunstig intelligens – skolens digitale dilemma,"Om arrangementetUtviklingen vi ser i kunstig intelligens er den største revolusjonen siden internett. Skrekkscenarioet er at skoleelevene slutter å tenke selv, at kildekritikken dør og at dagens vurderingspraksis kastes på historiens skraphaug.Hvordan skolene møter, bruker og utnytter den nye teknologien vil ha stor betydning. Også for det norske demokratiets framtid. Hvordan danner og utdanner vi fremtidens borgere etter Chatboot-revolusjonen? I dette arrangementet parkerer vi skrekkscenarioet, dykker dypere i hvordan KI allerede har endret undervisningen i Osloskolen og diskuterer hvordan skolen kan løse det digitale dilemmaet."
https://program.arendalsuka.no/event/user-view/20363,"ArrangørUtdanningsetaten i Oslo kommune, FRI - foreningen for kjønns- og seksualitetsmangfold, Redd Barna",Hvorfor koker kommentarfeltet når vi snakker med barn om kjønnsmangfold?,"Om arrangementetHvorfor tar debatten fyr når vi snakker med barn om kjønns- og seksualitetsmangfold? Hvor kommer frykten og sinnet hos motstemmene fra?Når vi lærer barn om kjønn- og seksualitetsmangfold vekker det sterke følelser. Åpenhet og diskusjon med barn om disse spørsmålene oppleves av mange som truende, og setter kommentarfelt i flammer. Dette opplevde vi i Osloskolen da vi i 2022 inviterte skolene til å delta i Pride. FRI blir beskyldt for å tvinge «voksne verdier» på barn når kjønn og seksualitet er på agendaen. Barnekonvensjonen er tydelig på barn og unges rett til sin egen identitet og retten til å si sin mening, men konvensjonen brukes likevel i begge sider av debatten.Vi i Osloskolen, FRI og Redd Barna spør derfor om hvorfor ytringsklimaet fremdeles er så hardt rundt disse temaene i 2023. Vi inviterer til en samtale om spenningen mellom følelser, fornuft og fag i møte med kjønnsspørsmål."
https://program.arendalsuka.no/event/user-view/20364,ArrangørScatec,Fra politisk idé til marked: Hvordan får vi fortgang på det grønne hydrogenmarkedet?,"Om arrangementetKrigen i Ukraina med en påfølgende global energi- og matvarekrise bidro til å sette grønn hydrogen skyhøyt på den internasjonale politiske agendaen. EU og foregangsland satte tidenes mest hårete mål for grønn hydrogen utvikling med et sterkt fokus på import fra tredjeland.Men prosjekter som har gått fra tegnebrettet til byggestadiet har latt vente på seg all den tid det fortsatt ikke finnes et marked for grønn hydrogen. Hva skal til for å fortgang på markedsutviklingen og utløse det globale potensialet for grønn hydrogen? Hvordan skal EU lykkes med å drive frem etterspørselen? Og hvilken posisjon bør Norge ta i den grønne hydrogenøkonomien? Vi gjør et dypdykk inn i dette emnet sammen med sentrale eksperter på feltet, fra produsenter til kunder, til industri- og forskningsledere.Scatec CEO Terje PilskogRystad Energy CEO Jarand RystadYara CEO Svein Tore HolsetherNorsk Hydrogenforum Generalsekretær Ingebjørg Telnes WilhelmsenHöegh Autoliners CEO Andreas EngerHydro Havrand CEO Per Christian EriksenNEL CEO Håkon VolldalModerator: Scatec Head of Government Affairs & Support Mechanisms Enja Sæthren"
https://program.arendalsuka.no/event/user-view/20365,ArrangørStorebrand,Velkommen etter - er kommunesektoren klar?,"Om arrangementetEr kommunesektoren klar for ny AFP? Folk flest må stå lenger i jobb og vi får nye kombinasjoner for arbeid/pensjon. Er kommunene rustet til å håndtere ansatte som må jobbe lengre?I kampen om arbeidskraften, vil et fleksibelt arbeidsliv i kommunesektoren gi flere hender til fremtidens tjenester. Kan dette styrke kommunene i kampen om knappe arbeidskraftressurser?"
https://program.arendalsuka.no/event/user-view/20367,ArrangørIf Skadeforsikring,Forebyggende helse: Hvorfor endrer vi ikke adferd når vi vet hva vi bør gjøre?,"Om arrangementetDet mangler ikke på faglige (og mindre faglige) råd for å forbedre helsen og forebygge sykdom.Hva sier nyere forskning om hva som faktisk fungerer? Er det trening, et spesifikt kosthold, eller kanskje til og med meditasjon? Og hvorfor er det så vanskelig å gjennomføre disse tingene, når vi alle vet at det er slike tilsynelatende enkle grep som skal til?Samtalen ledes av programleder og foredragsholder Ronny Brede Aase."
https://program.arendalsuka.no/event/user-view/20368,"ArrangørSensCom AS, Norway Health Tech, OneMed AS, Roche AS (sponsor)",Innføring av helseteknologi: Hvordan omsette festtaler og ambisjoner til omstilling i praksis?,"Om arrangementetFra offentlig anskaffelse til verdibasert tjenesteMålet med innføring av helseteknologi er at det kan gi «store gevinster i form av spart tid, unngåtte kostnader og økt kvalitet for tjenestemottaker, pårørende og ansatte» (Helsedirektoratet).Intensjonen og ambisjonen er god, alle er enige om at vi må bli bedre på å innføre helseteknologi - men vi har foreløpig ikke lykkes i praksis. Denne trenden må snus dersom vi skal opprettholde velferdssamfunnet og skape den nødvendige omstillingen i tjenesten for å møte fremtidens behov.ModeratorTarje Bjørgum, AbeliaInnledereClaudia Vaz, Global Healthcare Innovation and Access Lead, RocheEllen Cathrine Andersen, daglig leder SensCom ASPaneldeltakereHassan Nawaz, Helse- og sosialpolitisk talsperson, Oslo HøyreTruls Vasvik, konstituert statssekretær i Helse- og omsorgsdepartementet, APAlfred Bjørlo, Næringskomiteen, VenstreLill Sverresdatter Larsen, forbundsleder Norsk SykepleierforbundAnita Vatland, daglig leder PårørendealliansenLena Nymo Helli, daglig leder Norway Health TechDebattenDet må legges bedre til rette for innføring av helseteknologi:Målsetningen med innføring av medisinsk teknologi er at den gir «store gevinster i form av spart tid, unngåtte kostnader og økt kvalitet for tjenestemottaker, pårørende og ansatte.» (Helsedirektoratet). Intensjonen og ambisjonen er god, men vi har ikke lykkes. Denne trenden må snus om vi skal kunne opprettholde velferdssamfunn og skape en nødvendig fornyelse av tjenesten.Fokus på verdibaserte helsetjenester kan gi besparelser og avlaste helsepersonell:For å løse ressurssituasjonen i helsetjenesten blir det stadig viktigere å prioritere de helsetjenestene som ut fra pasientens perspektiv gir mest verdi. I tillegg til å utvikle og ta i bruk ny teknologi som kan avlaste og erstatte helsepersonell bør også innkjøpsmetoder og prioritering av helsetjenestene i større grad ta utgangspunkt i det som gir en høyest opplevd verdi for pasientene. Det kan oppnås gjennom å fokusere på verdibaserte helsetjenester, som tar utgangspunkt i målet om at helsetjenester skal gi høyest mulig verdi sett fra pasientens ståsted. En slik tilnærming krever systemendringer, men kan potensielt gi store ressursbesparelser for dagens helsevesen, i tillegg til økt kvalitet og ikke minst merverdi for pasientene. Ved å prioritere de tjenestene som med bakgrunn i kvalitetsmålinger gir mest verdi for pasientene kan man også kutte de tilbudene som påvist har liten eller ingen verdi.PublikumPolitikere, helseledere, helseforvaltning, helsepersonell, kommunalsjefer, virksomhetsledere, enhetsledere, velferdsteknologiambassadører, bransjeorganisasjoner, helseindustri"
https://program.arendalsuka.no/event/user-view/20369,ArrangørIf Skadeforsikring,Tåler norske kommuner et stadig våtere og villere vær?,"Om arrangementetVæret blir stadig våtere og villere, og stadig oftere er det steder i Norge som rammes av ekstremvær. Skadene koster samfunnet milliarder av kroner. Hvor godt er vi rustet for dette?For tredje gang har vi i If fått CICERO Senter for klimaforskning til å undersøke hvordan norske kommuner ligger an med det helt nødvendige klimatilpasningsarbeidet. Har de kunnskapen og ressursene som skal til? Blir arbeidet prioritert? Og hvor er det skoa egentlig trykker?Det er langt mer hensiktsmessig å forebygge, enn å gjentatte ganger reparere. Hva skal til for å få fart på dette arbeidet?Samtalen ledes av kommunikasjonsdirektør Andreas Handeland i If."
https://program.arendalsuka.no/event/user-view/20370,ArrangørIf Skadeforsikring,Sirkularitet i eiendomsbransjen: Hvor går det i stå?,"Om arrangementetGlobalt står bygg- og eiendomsnæringen for 40% av de totale klimagassutslippene. I tillegg er det store indirekte utslipp.Hva er egentlig sirkularitet, og hvordan kan den praktiseres i bygg- og eiendomsnæringen? Vi tar debatten på Arendalsuka om hvordan vi kan redusere sektorens miljøpåvirkning for en mer bærekraftig fremtid.Samtalen ledes av Philip Thörn i If."
https://program.arendalsuka.no/event/user-view/20371,ArrangørIf Skadeforsikring,Best på bærekraftig bilpark – men hvordan lykkes med reparasjon?,"Om arrangementetNordmenn forventer bærekraft når de kjøper bil. Norge er fremst på elektrifisering av bilparken i verden, men henger etter når det gjelder miljøvennlige løsninger på reparasjon.Hva hindrer oss i å bli best i klassen i resten av bilens livsløp, og hva kan vi gjøre for å endre dette?Samtalen ledes av Eva Sannum, partner i Sannum & Bergestuen."
https://program.arendalsuka.no/event/user-view/20372,ArrangørIf Skadeforsikring,Aldri før har flere falt utenfor arbeidslivet. Hvordan snur vi trenden?,"Om arrangementetDet er mer enn 20 år siden den første avtalen om inkluderende arbeidsliv kom på plass. Siden den gang har antallet uføre steget dramatisk, og dårlig mental helse blir en stadig større årsak til både langtidssykemeldinger og uførhet.Hvordan kan arbeidsgivere forebygge sykdom og sørge for at flest mulig holder seg i arbeid? Og hva kan gjøres fra politisk hold for å bidra til å skape flere helsefremmende arbeidsplasser?Samtalen ledes av Mee Eline Eriksson i NHO Geneo."
https://program.arendalsuka.no/event/user-view/20373,ArrangørStorebrand,"Boligmarkedet, økende ulikhet og renteoppgang","Om arrangementetBoligprisene har steget kraftig de siste tiårene og mange sliter med å komme seg inn i boligmarkedet. Dette har bidratt til en enorm formues-ulikhet i Norge. Hvordan har rentehevingene påvirket boligmarkedet? Vil prisene falle?Norske husholdninger ligger i verdenstoppen når det gjelder høy gjeldsgrad, men hvor stor er egentlig rentefølsomheten?Det har blitt bygd for lite og for sakte. Hva skal til av politisk handlekraft for å endre dette og hvor stor makt har boligutbyggere?Inflasjonen er på sitt høyeste nivå globalt. Hvor langt opp skal renten og hva skal til for at inflasjonen topper ut? Trenger vi en ny økonomisk krise og resesjon for at markedet skal stabilisere seg?Bli med på en spennende debatt om boligmarkedet, renter, arbeidsledighet og økende ulikhet."
https://program.arendalsuka.no/event/user-view/20374,"ArrangørBUA, Novo Nordisk Norway","Norske bærekraftsutfordringer: – Deltakelse, forbruk og sosial ulikhet","Om arrangementetBUA skal sammen med Novo Nordisk arrangere møtetNorske bærekraftsutfordringer: – Deltakelse, forbruk og sosial ulikhet.For å skape bærekraftig utvikling må Norge og verdenssamfunnet jobbe på tre områder: Klima og miljø, økonomi og sosiale forhold. I dag lever over 11 % av barn i Norge i relativ fattigdom og sosiale helseforskjeller øker. I møtet ønsker vi å sette søkelys på sosiale forhold og løfte følgende tematikk:«Norske barn og unge beveger seg mindre enn noensinne, og kun halvparten av landets 15-åringer oppfyller anbefalingen om fysisk aktivitet i gjennomsnitt minst 60 minutter per dag. Flere sliter med å få deltatt i fritidsaktiviteter – det fører til utenforskap blant barn og unge, og sosiale helseforskjeller øker. Hvordan kan vi gjøre det lettere å delta i helsefremmende aktiviteter for barn og unge?»Møteleder er Trygve Sunde Kolderup.Kolderup jobber med bærekraftig forretningsutvikling i konsulentselskapet Æra. Han har reise- og friluftsliv som spesialfelt, har tidligere jobbet i Den norske turistforening (DNT), utgitt flere bøker og har jobbet som journalist og redaktør, blant annet i Finansavisen og magasiner som Fri Flyt og UTE.Program og bekreftede innlegg på møtet er:Kl. 12:00 - Velkommen v. Trygve Sunde Kolderup, forretningsutvikler/ konsulent i Æra.Kl. 12:05 - Hva er bærekraft, og hvordan går det med bærekraftsmålene i Norge?v. Nicholas Wilkinson, seniorrådgiver for politikk og bærekraftsmål i FN-sambandetKl. 12:20 - Utfordring 1: Sosiale ulikheter i helse starter i barndommen.v. Jonas Minet Kinge, seniorforsker i Folkehelseinstituttet og professor ved avdeling for helseledelse og helseøkonomi, det medisinske fakultet (UIO).Kl. 12:35 - Norges idrettsforbund – «Sosial ulikhet i organisert idrett; er muligheten til deltakelse i endring?» - om medlemsagifter, tilgang på utstyr og utenforskapv. Dagfrid Forberg, Leder av breddeidrett, organisasjon og utvikling i Norges idrettsforbund (NIF)Kl. 12:45 - Flere bruker utstyrssentraler enn noensinnev/ Vibeke Saarem, Partner-, prosjekt- og arrangementsansvarlig i Stiftelsen BUAKl. 12:55 - Oppspill til debatt: Alle skal få være med – Hvordan kan vi utjevne sosiale ulikheter?v. Mina Gerhardsen, Generalsekretær i Nasjonalforeningen for folkehelsenInnleggene oppdateres fortløpende.Kl. 13:10 - Debatt: Vi inviterer til paneldebatt.Paneldiskusjon: Flere sliter med å få deltatt i fritidsaktiviteter. Hva gjør vi i dag – og er tiltakene tilstrekkelige?I Panelet:Ragnhild Male Hartviksen, medlem av familie- og kulturkomiteen (Ap)Nicholas Wilkinson, seniorrådgiver for politikk og bærekraftsmål i FN-sambandetDagfrid Forberg, Leder av breddeidrett, organisasjon og utvikling i Norges idrettsforbund (NIF)Mina Gerhardsen, Generalsekretær i Nasjonalforeningen for folkehelsenJonas Minet Kinge, seniorforsker i Folkehelseinstituttet og professor ved avdeling for helseledelse og helseøkonomi, det medisinske fakultet (UIO).Panelet oppdateres fortløpende.Kl. 13:28 - Avslutning / Takk for i dag"
